5.000000000E+000 1.912028375E+006
1.000000000E+001 1.909603500E+006
1.500000000E+001 1.907209500E+006
2.000000000E+001 1.907997875E+006
2.500000000E+001 1.905857750E+006
3.000000000E+001 1.905301750E+006
3.500000000E+001 1.906481250E+006
4.000000000E+001 1.905156250E+006
4.500000000E+001 1.908118000E+006
5.000000000E+001 1.909087625E+006
5.500000000E+001 1.904736625E+006
6.000000000E+001 1.904424500E+006
6.500000000E+001 1.903686250E+006
7.000000000E+001 1.906427500E+006
7.500000000E+001 1.905169250E+006
8.000000000E+001 1.903913500E+006
8.500000000E+001 1.907368375E+006
9.000000000E+001 1.907885125E+006
9.500000000E+001 1.905153875E+006
1.000000000E+002 1.904032250E+006
1.050000000E+002 1.905841250E+006
1.100000000E+002 1.902856500E+006
1.150000000E+002 1.902640625E+006
1.200000000E+002 1.905092375E+006
1.300000000E+002 1.905244625E+006
1.350000000E+002 1.906410875E+006
1.450000000E+002 1.902591750E+006
1.500000000E+002 1.902465625E+006
1.600000000E+002 1.903390875E+006
1.650000000E+002 1.901382625E+006
1.750000000E+002 1.901081500E+006
1.850000000E+002 1.900988500E+006
1.950000000E+002 1.903923000E+006
2.050000000E+002 1.899349500E+006
2.150000000E+002 1.902447500E+006
2.300000000E+002 1.900954375E+006
2.400000000E+002 1.898966500E+006
2.550000000E+002 1.900558125E+006
2.700000000E+002 1.901410375E+006
2.800000000E+002 1.901516750E+006
3.000000000E+002 1.898450375E+006
3.150000000E+002 1.900810375E+006
3.300000000E+002 1.898112000E+006
3.500000000E+002 1.897041375E+006
3.650000000E+002 1.895846375E+006
3.850000000E+002 1.897053750E+006
4.050000000E+002 1.895762125E+006
4.300000000E+002 1.896087250E+006
4.500000000E+002 1.895380750E+006
4.750000000E+002 1.896134125E+006
5.000000000E+002 1.895429375E+006
5.300000000E+002 1.893865375E+006
5.600000000E+002 1.891509125E+006
5.900000000E+002 1.892158750E+006
6.200000000E+002 1.892353000E+006
6.550000000E+002 1.886604125E+006
6.900000000E+002 1.889917250E+006
7.250000000E+002 1.887348750E+006
7.650000000E+002 1.887584500E+006
8.050000000E+002 1.885511375E+006
8.500000000E+002 1.885502000E+006
8.950000000E+002 1.881960625E+006
9.400000000E+002 1.884513125E+006
9.950000000E+002 1.880781000E+006
1.045000000E+003 1.881984750E+006
1.100000000E+003 1.880309000E+006
1.160000000E+003 1.878293375E+006
1.225000000E+003 1.878275500E+006
1.290000000E+003 1.877207125E+006
1.360000000E+003 1.876657625E+006
1.435000000E+003 1.872501375E+006
1.510000000E+003 1.872922375E+006
1.590000000E+003 1.870194500E+006
1.675000000E+003 1.867458625E+006
1.765000000E+003 1.866702500E+006
1.860000000E+003 1.861859750E+006
1.960000000E+003 1.866480625E+006
2.065000000E+003 1.861814875E+006
2.180000000E+003 1.858318000E+006
2.295000000E+003 1.858279875E+006
2.420000000E+003 1.855747250E+006
2.550000000E+003 1.853243750E+006
2.685000000E+003 1.849694750E+006
2.830000000E+003 1.850967500E+006
2.985000000E+003 1.849676250E+006
3.145000000E+003 1.844578625E+006
3.310000000E+003 1.843430000E+006
3.490000000E+003 1.840152625E+006
3.680000000E+003 1.839997000E+006
3.875000000E+003 1.838630750E+006
4.085000000E+003 1.831293250E+006
4.305000000E+003 1.834108375E+006
4.535000000E+003 1.829165250E+006
4.780000000E+003 1.828642375E+006
5.035000000E+003 1.825532875E+006
5.305000000E+003 1.823865125E+006
5.595000000E+003 1.823073500E+006
5.895000000E+003 1.819810125E+006
6.210000000E+003 1.814467500E+006
6.545000000E+003 1.815792250E+006
6.895000000E+003 1.814071875E+006
7.270000000E+003 1.810563250E+006
7.660000000E+003 1.810284125E+006
