5.000000000E+000 1.369938875E+006
1.000000000E+001 1.368222500E+006
1.500000000E+001 1.366238125E+006
2.000000000E+001 1.365914625E+006
2.500000000E+001 1.365405375E+006
3.000000000E+001 1.362551625E+006
3.500000000E+001 1.362313000E+006
4.000000000E+001 1.362820750E+006
4.500000000E+001 1.362473250E+006
5.000000000E+001 1.361555500E+006
5.500000000E+001 1.361428000E+006
6.000000000E+001 1.360958375E+006
6.500000000E+001 1.363292875E+006
7.000000000E+001 1.363545500E+006
7.500000000E+001 1.360823875E+006
8.000000000E+001 1.360095125E+006
8.500000000E+001 1.359864625E+006
9.000000000E+001 1.362052250E+006
9.500000000E+001 1.361942625E+006
1.000000000E+002 1.361080750E+006
1.050000000E+002 1.357723125E+006
1.100000000E+002 1.358409000E+006
1.150000000E+002 1.360547000E+006
1.200000000E+002 1.360486500E+006
1.300000000E+002 1.360252250E+006
1.350000000E+002 1.359258125E+006
1.450000000E+002 1.360629250E+006
1.500000000E+002 1.357132500E+006
1.600000000E+002 1.361903000E+006
1.650000000E+002 1.358141750E+006
1.750000000E+002 1.358307875E+006
1.850000000E+002 1.357151375E+006
1.950000000E+002 1.359113625E+006
2.050000000E+002 1.356580375E+006
2.150000000E+002 1.357970000E+006
2.300000000E+002 1.356892875E+006
2.400000000E+002 1.357245125E+006
2.550000000E+002 1.355666000E+006
2.700000000E+002 1.354277875E+006
2.800000000E+002 1.351692000E+006
3.000000000E+002 1.352683750E+006
3.150000000E+002 1.352763875E+006
3.300000000E+002 1.352993125E+006
3.500000000E+002 1.350897750E+006
3.650000000E+002 1.348969250E+006
3.850000000E+002 1.351115875E+006
4.050000000E+002 1.349540000E+006
4.300000000E+002 1.346165000E+006
4.500000000E+002 1.348554875E+006
4.750000000E+002 1.345666250E+006
5.000000000E+002 1.350255625E+006
5.300000000E+002 1.347259250E+006
5.600000000E+002 1.343220000E+006
5.900000000E+002 1.342437125E+006
6.200000000E+002 1.340407375E+006
6.550000000E+002 1.341353375E+006
6.900000000E+002 1.340894125E+006
7.250000000E+002 1.339737500E+006
7.650000000E+002 1.337768250E+006
8.050000000E+002 1.336262500E+006
8.500000000E+002 1.334733625E+006
8.950000000E+002 1.334344125E+006
9.400000000E+002 1.333096375E+006
9.950000000E+002 1.333477250E+006
1.045000000E+003 1.330273750E+006
1.100000000E+003 1.328457125E+006
1.160000000E+003 1.328908750E+006
1.225000000E+003 1.325995250E+006
1.290000000E+003 1.325185875E+006
1.360000000E+003 1.323888375E+006
1.435000000E+003 1.319619000E+006
1.510000000E+003 1.323590625E+006
1.590000000E+003 1.319067000E+006
1.675000000E+003 1.319604750E+006
1.765000000E+003 1.319309500E+006
1.860000000E+003 1.314605000E+006
1.960000000E+003 1.315257375E+006
2.065000000E+003 1.312423500E+006
2.180000000E+003 1.310584250E+006
2.295000000E+003 1.311126750E+006
2.420000000E+003 1.307498375E+006
2.550000000E+003 1.306942250E+006
2.685000000E+003 1.305432375E+006
2.830000000E+003 1.304739625E+006
2.985000000E+003 1.302450375E+006
3.145000000E+003 1.300893375E+006
3.310000000E+003 1.302005875E+006
3.490000000E+003 1.300250000E+006
3.680000000E+003 1.299498000E+006
3.875000000E+003 1.299270125E+006
4.085000000E+003 1.295139500E+006
4.305000000E+003 1.296206625E+006
4.535000000E+003 1.295240500E+006
4.780000000E+003 1.295241500E+006
5.035000000E+003 1.293781500E+006
5.305000000E+003 1.293634750E+006
5.595000000E+003 1.293474125E+006
5.895000000E+003 1.293721375E+006
6.210000000E+003 1.292180250E+006
6.545000000E+003 1.289403500E+006
6.895000000E+003 1.291334125E+006
7.270000000E+003 1.288742750E+006
7.660000000E+003 1.289424375E+006
8.070000000E+003 1.289253625E+006
8.505000000E+003 1.290622750E+006
8.960000000E+003 1.290424125E+006
9.445000000E+003 1.288760000E+006
9.950000000E+003 1.288175875E+006
1.048500000E+004 1.289321625E+006
1.105000000E+004 1.288741750E+006
1.164500000E+004 1.288548125E+006
1.227000000E+004 1.289264125E+006
1.293000000E+004 1.286728625E+006
1.362500000E+004 1.287833750E+006
1.436000000E+004 1.285486375E+006
1.513000000E+004 1.286636000E+006
1.594500000E+004 1.286546375E+006
1.680500000E+004 1.285951500E+006
1.771000000E+004 1.287228750E+006
1.866000000E+004 1.287438500E+006
1.966500000E+004 1.286317000E+006
2.072000000E+004 1.286352375E+006
2.183500000E+004 1.286721750E+006
2.301000000E+004 1.286064250E+006
2.424500000E+004 1.283751250E+006
2.555000000E+004 1.286637375E+006
2.692500000E+004 1.285228750E+006
2.837500000E+004 1.285028625E+006
2.990000000E+004 1.283835750E+006
3.151000000E+004 1.286462750E+006
3.320500000E+004 1.287320750E+006
3.499000000E+004 1.285514000E+006
3.687000000E+004 1.284665875E+006
3.885500000E+004 1.283675250E+006
4.094500000E+004 1.286231000E+006
4.314500000E+004 1.285194000E+006
4.546500000E+004 1.283426000E+006
4.791000000E+004 1.284228250E+006
5.048500000E+004 1.286306125E+006
5.320500000E+004 1.284056250E+006
5.606500000E+004 1.285999875E+006
5.908000000E+004 1.286278375E+006
6.225500000E+004 1.288475750E+006
6.560500000E+004 1.287863875E+006
6.913500000E+004 1.287143500E+006
7.285000000E+004 1.283602375E+006
7.677000000E+004 1.286594750E+006
8.090000000E+004 1.280409375E+006
8.520000000E+004 1.283206250E+006
8.980000000E+004 1.281353875E+006
9.460000000E+004 1.281676875E+006
9.980000000E+004 1.281541375E+006
1.052000000E+005 1.281978750E+006
1.108000000E+005 1.281844500E+006
1.168000000E+005 1.282122625E+006
1.230000000E+005 1.282859250E+006
1.296000000E+005 1.280966250E+006
1.366000000E+005 1.280737625E+006
1.440000000E+005 1.279694875E+006
1.516000000E+005 1.279458125E+006
1.598000000E+005 1.278070250E+006
1.684000000E+005 1.277670375E+006
1.776000000E+005 1.277884125E+006
1.870000000E+005 1.278265625E+006
1.972000000E+005 1.276335500E+006
2.078000000E+005 1.277361250E+006
2.188000000E+005 1.277142750E+006
2.306000000E+005 1.276372375E+006
2.430000000E+005 1.277303875E+006
2.562000000E+005 1.277915000E+006
2.700000000E+005 1.277403375E+006
2.844000000E+005 1.277034125E+006
2.998000000E+005 1.277771125E+006
3.158000000E+005 1.276757500E+006
3.328000000E+005 1.276650125E+006
3.508000000E+005 1.276898375E+006
3.696000000E+005 1.276800250E+006
3.894000000E+005 1.276174250E+006
4.104000000E+005 1.276735250E+006
4.324000000E+005 1.277675000E+006
4.558000000E+005 1.277941125E+006
4.802000000E+005 1.277325250E+006
5.060000000E+005 1.275919750E+006
5.334000000E+005 1.276327625E+006
5.620000000E+005 1.275317000E+006
5.922000000E+005 1.275259500E+006
6.240000000E+005 1.273786625E+006
6.576000000E+005 1.274526500E+006
6.930000000E+005 1.273982250E+006
7.302000000E+005 1.275789500E+006
7.696000000E+005 1.273841250E+006
8.110000000E+005 1.274634875E+006
8.546000000E+005 1.276756500E+006
9.006000000E+005 1.274928625E+006
9.490000000E+005 1.275035250E+006
1.000000000E+006 1.274102625E+006
3.999400000E+006 1.257561000E+006
3.999600000E+006 1.257719625E+006
3.999800000E+006 1.257663250E+006
