#Data fitted with model: Rod_Sphere on Sun Nov 12 10:55:41 2017
#[[Fit Statistics]]
#    # function evals   = 35
#    # data points      = 855
#    # variables        = 3
#    chi-square         = 3.189
#    reduced chi-square = 0.004
#    Akaike info crit   = -4774.513
#    Bayesian info crit = -4760.259
#[[Variables]]
#    R:      13.3957677 +/- 0.129850 (0.97%) (init= 13)
#    Rsig:   0.15631848 +/- 0.007316 (4.68%) (init= 0.1)
#    qc:     0.001 (fixed)
#    norm:   2.1976e-07 +/- 5.53e-09 (2.52%) (init= 2e-07)
#    bkg:    0 (fixed)
#[[Correlations]] (unreported correlations are <  0.100)
#    C(R, norm)                   = -0.985 
#    C(R, Rsig)                   = -0.975 
#    C(Rsig, norm)                =  0.926 
#x 	 y	 yerr 	 yfit
1.009999999999999960e-02 1.398000000000000076e-01 2.962000000000000050e-02 1.311662259457969659e-01
1.030000000000000013e-02 1.386199999999999932e-01 2.978700000000000098e-02 1.311135484987381861e-01
1.060000000000000005e-02 1.370000000000000107e-01 2.985300000000000106e-02 1.310361699397432356e-01
1.089999999999999997e-02 1.386600000000000055e-01 3.008900000000000116e-02 1.309604483888391069e-01
1.119999999999999989e-02 1.405099999999999960e-01 3.007999999999999910e-02 1.308860798073521459e-01
1.149999999999999981e-02 1.397899999999999976e-01 2.992300000000000168e-02 1.308127998570971506e-01
1.170000000000000033e-02 1.342399999999999982e-01 2.994499999999999940e-02 1.307644362089492029e-01
1.200000000000000025e-02 1.311299999999999966e-01 2.972100000000000089e-02 1.306924723649750264e-01
1.230000000000000017e-02 1.326299999999999979e-01 2.999200000000000130e-02 1.306210436454584845e-01
1.260000000000000009e-02 1.341100000000000070e-01 2.988299999999999984e-02 1.305499869526716150e-01
1.290000000000000001e-02 1.374700000000000089e-01 2.983699999999999894e-02 1.304791582575281494e-01
1.310000000000000053e-02 1.344499999999999862e-01 2.949999999999999845e-02 1.304320021957133258e-01
1.340000000000000045e-02 1.364499999999999880e-01 2.953000000000000069e-02 1.303612771919432922e-01
1.370000000000000037e-02 1.374499999999999889e-01 2.966600000000000140e-02 1.302904708895291641e-01
1.400000000000000029e-02 1.368300000000000072e-01 2.974399999999999961e-02 1.302194898711544202e-01
1.430000000000000021e-02 1.341700000000000115e-01 3.005800000000000138e-02 1.301482506565463382e-01
1.450000000000000074e-02 1.309800000000000131e-01 3.010900000000000035e-02 1.301005771594269667e-01
1.480000000000000066e-02 1.302800000000000069e-01 2.962599999999999956e-02 1.300287453111986513e-01
1.510000000000000057e-02 1.293799999999999950e-01 2.957399999999999959e-02 1.299564725070284643e-01
1.540000000000000049e-02 1.297300000000000120e-01 2.945100000000000148e-02 1.298837025057898997e-01
1.569999999999999868e-02 1.274200000000000055e-01 2.914500000000000077e-02 1.298103845961854630e-01
1.590000000000000094e-02 1.251599999999999935e-01 2.927899999999999947e-02 1.297611787944620843e-01
1.619999999999999912e-02 1.263799999999999923e-01 2.923100000000000004e-02 1.296868481119748673e-01
1.650000000000000078e-02 1.258900000000000019e-01 2.948900000000000132e-02 1.296118568833251883e-01
1.679999999999999896e-02 1.284200000000000064e-01 2.941399999999999917e-02 1.295361699655701859e-01
1.710000000000000062e-02 1.301100000000000034e-01 2.930900000000000172e-02 1.294597554648743432e-01
1.739999999999999880e-02 1.291200000000000125e-01 2.948999999999999885e-02 1.293825844047019613e-01
1.760000000000000106e-02 1.265100000000000113e-01 2.970199999999999924e-02 1.293307036071913718e-01
1.789999999999999925e-02 1.267699999999999938e-01 3.008500000000000063e-02 1.292522142331856139e-01
1.820000000000000090e-02 1.291299999999999948e-01 2.975600000000000120e-02 1.291729031721982335e-01
1.849999999999999908e-02 1.316599999999999993e-01 2.972500000000000142e-02 1.290927498862152467e-01
1.880000000000000074e-02 1.348499999999999976e-01 2.967099999999999946e-02 1.290117356483779232e-01
1.899999999999999953e-02 1.347899999999999932e-01 2.957999999999999866e-02 1.289572393508114645e-01
1.930000000000000118e-02 1.302899999999999892e-01 2.938299999999999940e-02 1.288747529746727960e-01
1.959999999999999937e-02 1.289899999999999936e-01 2.898900000000000088e-02 1.287913633467665797e-01
1.990000000000000102e-02 1.280100000000000127e-01 2.905200000000000143e-02 1.287070570800786795e-01
