#Data fitted with model: Rod_Sphere on Sun Nov 12 10:58:21 2017
#[[Fit Statistics]]
#    # function evals   = 18
#    # data points      = 855
#    # variables        = 2
#    chi-square         = 3.608
#    reduced chi-square = 0.004
#    Akaike info crit   = -4671.179
#    Bayesian info crit = -4661.676
#[[Variables]]
#    R:      12 (fixed)
#    Rsig:   0.22120904 +/- 0.001440 (0.65%) (init= 0.1563)
#    qc:     0.001 (fixed)
#    norm:   2.9143e-07 +/- 1.50e-09 (0.52%) (init= 2.198e-07)
#    bkg:    0 (fixed)
#[[Correlations]] (unreported correlations are <  0.100)
#    C(Rsig, norm)                = -0.926 
#x 	 y	 yerr 	 yfit
7.099999999999999367e-02 1.005599999999999966e-01 2.898500000000000035e-02 1.000810608735288182e-01
7.119999999999999940e-02 1.002099999999999935e-01 2.833000000000000101e-02 9.992472870047300337e-02
7.149999999999999412e-02 1.022499999999999937e-01 2.799400000000000152e-02 9.968987783936369973e-02
7.180000000000000271e-02 1.033499999999999974e-01 2.811200000000000157e-02 9.945460895488060504e-02
7.209999999999999742e-02 1.053100000000000008e-01 2.826899999999999899e-02 9.921892778201361895e-02
7.240000000000000602e-02 1.044599999999999973e-01 2.812600000000000169e-02 9.898284005468083180e-02
7.259999999999999787e-02 1.011900000000000022e-01 2.824300000000000074e-02 9.882522520384386111e-02
7.290000000000000646e-02 1.000299999999999939e-01 2.812200000000000116e-02 9.858847262409728418e-02
7.320000000000000118e-02 9.692399999999999627e-02 2.779900000000000079e-02 9.835132877325569734e-02
7.349999999999999589e-02 9.222900000000000542e-02 2.743200000000000152e-02 9.811379937924362415e-02
7.380000000000000449e-02 9.327100000000000668e-02 2.713300000000000087e-02 9.787589016779248141e-02
7.399999999999999634e-02 9.283099999999999685e-02 2.705799999999999872e-02 9.771707584356527365e-02
7.430000000000000493e-02 9.325600000000000556e-02 2.721200000000000008e-02 9.747854632018795873e-02
7.459999999999999964e-02 9.274200000000000499e-02 2.756099999999999869e-02 9.723965223546368608e-02
7.489999999999999436e-02 9.645399999999999807e-02 2.771500000000000005e-02 9.700039930505796604e-02
7.520000000000000295e-02 9.841500000000000248e-02 2.795399999999999968e-02 9.676079324134301274e-02
7.549999999999999767e-02 9.576300000000000090e-02 2.831699999999999842e-02 9.652083975316520792e-02
7.570000000000000340e-02 9.685900000000000065e-02 2.853999999999999940e-02 9.636068056494569156e-02
7.599999999999999811e-02 1.020699999999999941e-01 2.874799999999999925e-02 9.612016071201116840e-02
7.630000000000000671e-02 1.018499999999999961e-01 2.823200000000000015e-02 9.587930863920637869e-02
7.660000000000000142e-02 9.827800000000000424e-02 2.763200000000000031e-02 9.563813004047330701e-02
7.689999999999999614e-02 9.405700000000000172e-02 2.763900000000000037e-02 9.539663060515474191e-02
7.710000000000000187e-02 9.541499999999999981e-02 2.807600000000000026e-02 9.523545554643571276e-02
7.739999999999999658e-02 1.036900000000000044e-01 2.808199999999999932e-02 9.499343401324759906e-02
7.770000000000000517e-02 1.038400000000000017e-01 2.814300000000000135e-02 9.475110679084562670e-02
7.799999999999999989e-02 1.023600000000000065e-01 2.834899999999999920e-02 9.450847954977353860e-02
7.829999999999999460e-02 9.881600000000000106e-02 2.804600000000000148e-02 9.426555795492470857e-02
7.850000000000000033e-02 9.673900000000000554e-02 2.776700000000000002e-02 9.410344948997614867e-02
7.879999999999999505e-02 9.712300000000000100e-02 2.782000000000000098e-02 9.386004987810156464e-02
7.910000000000000364e-02 9.669700000000000517e-02 2.827199999999999852e-02 9.361637098952281522e-02
7.939999999999999836e-02 9.400000000000000022e-02 2.837399999999999992e-02 9.337241846652262478e-02
7.969999999999999307e-02 9.236199999999999966e-02 2.833199999999999955e-02 9.312819794470533763e-02
7.989999999999999880e-02 8.998399999999999455e-02 2.796999999999999834e-02 9.296523815516163913e-02
8.019999999999999352e-02 9.281100000000000461e-02 2.770600000000000146e-02 9.272058347338797690e-02
8.050000000000000211e-02 9.443100000000000105e-02 2.768199999999999827e-02 9.247567578677763633e-02
8.079999999999999682e-02 9.563399999999999679e-02 2.778800000000000020e-02 9.223052070459722418e-02
8.110000000000000542e-02 9.792099999999999416e-02 2.758499999999999841e-02 9.198512382843093693e-02
8.129999999999999727e-02 9.601899999999999324e-02 2.736099999999999990e-02 9.182139434364139374e-02
8.160000000000000586e-02 9.306499999999999495e-02 2.718399999999999983e-02 9.157560690392423097e-02
