0.2497	5.9224e-03	2.1139e-02
0.2495	5.9703e-03	2.0732e-02
0.2492	5.9171e-03	2.1021e-02
0.2489	5.1342e-03	2.1174e-02
0.2486	6.1120e-03	2.1006e-02
0.2483	7.4791e-03	2.1516e-02
0.2481	7.0315e-03	2.1470e-02
0.2478	6.3978e-03	2.1269e-02
0.2475	7.2439e-03	2.1603e-02
0.2472	6.8857e-03	2.1728e-02
0.2469	5.4715e-03	2.1795e-02
0.2467	4.6300e-03	2.1613e-02
0.2464	4.6219e-03	2.1341e-02
0.2461	4.8943e-03	2.1401e-02
0.2458	4.5774e-03	2.1664e-02
0.2455	5.3537e-03	2.1325e-02
0.2452	5.2560e-03	2.0877e-02
0.2450	4.7260e-03	2.1083e-02
0.2447	4.6435e-03	2.1135e-02
0.2444	4.3687e-03	2.1044e-02
0.2441	4.6499e-03	2.1057e-02
0.2438	4.5538e-03	2.0796e-02
0.2436	4.5146e-03	2.0861e-02
0.2433	4.9061e-03	2.1149e-02
0.2430	4.9432e-03	2.0368e-02
0.2427	4.8341e-03	2.0319e-02
0.2424	5.4614e-03	2.0395e-02
0.2422	6.0776e-03	2.0618e-02
0.2419	6.4027e-03	2.0535e-02
0.2416	6.7167e-03	2.0594e-02
0.2413	7.0796e-03	2.0620e-02
0.2410	5.9492e-03	2.0967e-02
0.2408	4.9331e-03	2.0973e-02
0.2405	5.8200e-03	2.0734e-02
0.2402	6.4753e-03	2.0603e-02
0.2399	6.4096e-03	2.0921e-02
0.2396	6.2306e-03	2.1276e-02
0.2394	6.2912e-03	2.1329e-02
0.2391	7.7802e-03	2.1050e-02
0.2388	7.2692e-03	2.0510e-02
0.2385	6.8308e-03	2.0760e-02
0.2382	6.0708e-03	2.1184e-02
0.2380	7.1092e-03	2.1711e-02
0.2377	6.7461e-03	2.2145e-02
0.2374	6.3025e-03	2.1582e-02
0.2371	5.3354e-03	2.1056e-02
0.2368	4.6121e-03	2.0609e-02
0.2365	5.0936e-03	2.0390e-02
0.2363	6.6122e-03	2.0958e-02
0.2360	6.3267e-03	2.1134e-02
0.2357	6.0037e-03	2.1410e-02
0.2354	6.5472e-03	2.1071e-02
0.2351	6.7962e-03	2.1057e-02
0.2349	7.7488e-03	2.0919e-02
0.2346	7.7193e-03	2.1593e-02
0.2343	7.4346e-03	2.1743e-02
0.2340	6.6469e-03	2.1669e-02
0.2337	6.6971e-03	2.0984e-02
0.2335	6.4755e-03	2.0991e-02
0.2332	7.3557e-03	2.0821e-02
0.2329	8.7804e-03	2.0976e-02
0.2326	7.6861e-03	2.1374e-02
0.2323	8.0666e-03	2.1391e-02
0.2321	7.7156e-03	2.1439e-02
0.2318	6.5496e-03	2.1406e-02
0.2315	6.8931e-03	2.1072e-02
0.2312	6.2735e-03	2.1194e-02
0.2309	4.9915e-03	2.1366e-02
0.2307	6.5938e-03	2.1768e-02
0.2304	8.2253e-03	2.1270e-02
0.2301	5.9673e-03	2.1099e-02
0.2298	5.2864e-03	2.1080e-02
0.2295	6.1511e-03	2.1446e-02
0.2293	7.8844e-03	2.1744e-02
0.2290	8.4702e-03	2.2333e-02
0.2287	9.0220e-03	2.2404e-02
0.2284	7.0172e-03	2.1911e-02
0.2281	6.4493e-03	2.2007e-02
0.2278	6.4991e-03	2.1714e-02
0.2276	7.6707e-03	2.1300e-02
0.2273	8.9685e-03	2.1124e-02
0.2270	7.5277e-03	2.1021e-02
0.2267	7.7361e-03	2.1158e-02
0.2264	1.0942e-02	2.1546e-02
0.2262	1.2239e-02	2.1633e-02
0.2259	9.7398e-03	2.1566e-02
0.2256	8.2466e-03	2.1411e-02
0.2253	8.0870e-03	2.1542e-02
0.2250	7.8725e-03	2.1592e-02
0.2248	8.0363e-03	2.1944e-02
0.2245	9.0003e-03	2.1538e-02
0.2242	7.7801e-03	2.1295e-02
0.2239	8.3878e-03	2.1258e-02
0.2236	9.2207e-03	2.1626e-02
0.2234	9.2749e-03	2.1750e-02
0.2231	7.6910e-03	2.1704e-02
0.2228	6.5354e-03	2.1539e-02
0.2225	6.9179e-03	2.1343e-02
0.2222	6.9536e-03	2.1341e-02
0.2220	5.7350e-03	2.1162e-02
0.2217	6.6136e-03	2.1181e-02
0.2214	5.9187e-03	2.1315e-02
0.2211	7.7002e-03	2.1368e-02
0.2208	7.2012e-03	2.1281e-02
0.2206	6.5992e-03	2.1319e-02
0.2203	6.7466e-03	2.1663e-02
0.2200	7.3763e-03	2.1728e-02
0.2197	8.8041e-03	2.1673e-02
0.2194	8.8020e-03	2.2007e-02
0.2191	9.3446e-03	2.1366e-02
0.2189	1.1104e-02	2.1185e-02
0.2186	9.7222e-03	2.1502e-02
0.2183	1.0244e-02	2.1653e-02
0.2180	9.6237e-03	2.1118e-02
0.2177	9.2551e-03	2.1114e-02
0.2175	9.4673e-03	2.1117e-02
0.2172	1.0487e-02	2.1523e-02
0.2169	1.0963e-02	2.0669e-02
0.2166	1.0041e-02	2.0502e-02
0.2163	9.4928e-03	2.0628e-02
0.2161	8.9171e-03	2.0641e-02
0.2158	9.2294e-03	2.1170e-02
0.2155	9.5130e-03	2.0986e-02
0.2152	9.1630e-03	2.0779e-02
0.2149	9.5102e-03	2.0867e-02
0.2147	9.8699e-03	2.1014e-02
0.2144	8.9983e-03	2.0886e-02
0.2141	8.5460e-03	2.0883e-02
0.2138	1.1098e-02	2.0567e-02
0.2135	1.1941e-02	2.0853e-02
0.2133	9.0733e-03	2.0685e-02
0.2130	9.1386e-03	2.0951e-02
0.2127	9.8331e-03	2.1300e-02
0.2124	9.9982e-03	2.0669e-02
0.2121	9.8339e-03	2.0770e-02
0.2119	1.1480e-02	2.1135e-02
0.2116	1.0855e-02	2.1412e-02
0.2113	1.2166e-02	2.1616e-02
0.2110	1.5351e-02	2.1621e-02
0.2107	1.5039e-02	2.1503e-02
0.2104	1.3697e-02	2.1450e-02
0.2102	1.1693e-02	2.1623e-02
0.2099	1.3647e-02	2.1634e-02
0.2096	1.4055e-02	2.1644e-02
0.2093	1.3383e-02	2.1905e-02
0.2090	1.3305e-02	2.1540e-02
0.2088	1.3823e-02	2.1497e-02
0.2085	1.5473e-02	2.1300e-02
0.2082	1.5060e-02	2.1328e-02
0.2079	1.3404e-02	2.1384e-02
0.2076	1.3242e-02	2.1155e-02
0.2074	1.1644e-02	2.0853e-02
0.2071	1.0580e-02	2.0775e-02
0.2068	1.0308e-02	2.1416e-02
0.2065	1.1040e-02	2.2132e-02
0.2062	1.1685e-02	2.2271e-02
0.2060	1.2286e-02	2.1704e-02
0.2057	1.2180e-02	2.1878e-02
0.2054	1.3097e-02	2.1431e-02
0.2051	1.3200e-02	2.1544e-02
0.2048	1.0860e-02	2.1519e-02
0.2046	9.5944e-03	2.1777e-02
0.2043	1.2075e-02	2.2001e-02
0.2040	1.1575e-02	2.1746e-02
0.2037	1.1240e-02	2.1845e-02
0.2034	1.0453e-02	2.2326e-02
0.2032	9.5707e-03	2.2124e-02
0.2029	1.0925e-02	2.1948e-02
0.2026	1.2282e-02	2.2220e-02
0.2023	1.3726e-02	2.2486e-02
0.2020	1.2548e-02	2.2380e-02
0.2017	1.4144e-02	2.2361e-02
0.2015	1.3483e-02	2.2407e-02
0.2012	1.1413e-02	2.2299e-02
