#Data fitted with model: Sphere on Wed Nov 29 15:38:36 2017
#[[Fit Statistics]]
#    # function evals   = 50
#    # data points      = 855
#    # variables        = 3
#    chi-square         = 17.066
#    reduced chi-square = 0.020
#    Akaike info crit   = -3340.458
#    Bayesian info crit = -3326.205
#[[Variables]]
#    R:        13.6698507 +/- 0.265657 (1.94%) (init= 10)
#    Rsig:     2.43814474 +/- 0.163070 (6.69%) (init= 2)
#    rhoc:     1 (fixed)
#    rhosol:   0 (fixed)
#    norm:     1.1850e-07 +/- 6.38e-09 (5.38%) (init= 2e-07)
#    bkg:      0 (fixed)
#[[Correlations]] (unreported correlations are <  0.100)
#    C(R, norm)                   = -0.994 
#    C(R, Rsig)                   = -0.989 
#    C(Rsig, norm)                =  0.968 
#x 	 y	 yerr 	 yfit
7.399999999999999634e-02 9.283099999999999685e-02 2.705799999999999872e-02 9.809267893263468041e-02
7.430000000000000493e-02 9.325600000000000556e-02 2.721200000000000008e-02 9.786154809366749696e-02
7.459999999999999964e-02 9.274200000000000499e-02 2.756099999999999869e-02 9.762998770759931388e-02
7.489999999999999436e-02 9.645399999999999807e-02 2.771500000000000005e-02 9.739800287354764829e-02
7.520000000000000295e-02 9.841500000000000248e-02 2.795399999999999968e-02 9.716559869246788050e-02
7.549999999999999767e-02 9.576300000000000090e-02 2.831699999999999842e-02 9.693278026697868532e-02
7.570000000000000340e-02 9.685900000000000065e-02 2.853999999999999940e-02 9.677734036802719542e-02
7.599999999999999811e-02 1.020699999999999941e-01 2.874799999999999925e-02 9.654384287830704292e-02
7.630000000000000671e-02 1.018499999999999961e-01 2.823200000000000015e-02 9.630994475796725296e-02
7.660000000000000142e-02 9.827800000000000424e-02 2.763200000000000031e-02 9.607565111423557735e-02
7.689999999999999614e-02 9.405700000000000172e-02 2.763900000000000037e-02 9.584096705519129511e-02
7.710000000000000187e-02 9.541499999999999981e-02 2.807600000000000026e-02 9.568429664125314982e-02
7.739999999999999658e-02 1.036900000000000044e-01 2.808199999999999932e-02 9.544897324307270725e-02
7.770000000000000517e-02 1.038400000000000017e-01 2.814300000000000135e-02 9.521327305397121743e-02
7.799999999999999989e-02 1.023600000000000065e-01 2.834899999999999920e-02 9.497720118367028452e-02
7.829999999999999460e-02 9.881600000000000106e-02 2.804600000000000148e-02 9.474076274193678204e-02
7.850000000000000033e-02 9.673900000000000554e-02 2.776700000000000002e-02 9.458293598660803825e-02
7.879999999999999505e-02 9.712300000000000100e-02 2.782000000000000098e-02 9.434589794710243615e-02
